NO,NIK,BUSINESS_UNIT,JOB_LEVEL,LOCATION,DEPARTMENT,JOB_POSITION,PK,BEHAVIOR,ADDITIONAL POINT,PERFORMANCE,COMPETENCY,LEARNING POINT
955.0,201790282,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.5687500000000001,0.0,0.9225625,1.0,0.0
956.0,201490279,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.475,0.0,0.9085,0.9228571428571428,0.0
957.0,202090283,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.7609375,0.0,0.9513906249999999,1.0,0.0
958.0,199290270,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.6656250000000001,0.0,0.93709375,1.0,0.0
959.0,201490275,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.8734375,0.0,0.9682656249999999,1.0,0.0
960.0,201590278,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.690625,0.0,0.94084375,1.0,0.0
961.0,201790281,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.79375,0.0,0.9563124999999999,1.0,0.0
962.0,201190272,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.5218750000000001,0.0,0.9155312499999999,0.8971428571428572,0.0
963.0,202090285,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.6015625,0.0,0.9274843749999999,0.9742857142857143,0.0
964.0,201790280,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.5593750000000001,0.0,0.9211562499999999,0.9228571428571428,0.0
965.0,202090284,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.997,0.765625,0.0,0.96229375,0.9742857142857143,0.0
966.0,201490276,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.7130208333333333,0.0,0.9442031249999999,0.9742857142857143,0.0
967.0,201600797,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.6015625,0.0,0.9274843749999999,0.9228571428571429,0.0
968.0,201290274,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.8171875,0.0,0.9598281249999999,1.0,0.0
969.0,201290273,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PARE - PARE,BRANCH MAKASSAR,TANKER TRUCK DRIVER,0.985,0.71875,0.0,0.9450624999999999,0.9228571428571428,0.0
970.0,200900319,PT. BUMI SARANA UTAMA,OPERATIONAL LEADERS,BRANCH PALU,BRANCH PALU,BRANCH MANAGER,0.821,0.9458333333333334,0.02,0.859725,1.126666666666667,0.3
971.0,199500061,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,BRANCH PALU,BRANCH PALU,ADMINISTRATION SENIOR SUPERVISOR,0.8757,0.84375,0.035,0.9059075000000001,1.051111111111111,0.3
972.0,201400576,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,BRANCH PALU,BRANCH PALU,PJS. SALES SENIOR SUPERVISOR,0.809,0.8796875000000001,0.01,0.829603125,1.051111111111111,0.3
973.0,201700695,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH PALU,BRANCH PALU,ACCOUNTING SENIOR STAFF,0.933,0.815625,0.01,0.92539375,1.0,0.125
974.0,199500063,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH PALU,BRANCH PALU,CASHIER,0.94,0.6953125,0.0,0.9032968749999999,0.94,0.0
975.0,199500062,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH PALU,BRANCH PALU,GENERAL AFFAIR & PERSONNEL SENIOR STAFF,0.9055,0.9354166666666666,0.01,0.9199875,1.0,0.0
976.0,201800785,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH PALU,BRANCH PALU,SALES ADMINISTRATION SENIOR STAFF,0.948,0.9744791666666668,0.01,0.9619718749999999,1.1657142857142857,0.05
977.0,199600084,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PANTOLOAN,BRANCH PALU,BITUMEN DELIVERY SUPERVISOR,0.916,0.9647569444444444,0.02,0.9433135416666667,1.0703703703703704,0.0
978.0,200990310,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PANTOLOAN,BRANCH PALU,MECHANICAL ELECTRICAL ENGINEER,0.916,0.9692708333333334,0.0,0.923990625,1.0,0.0
979.0,199000019,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PANTOLOAN,BRANCH PALU,TAC BULK BITUMEN STORAGE SENIOR SUPERVISOR,0.911,0.80625,0.01,0.9052875,1.0711111111111111,0.6
980.0,200000157,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PANTOLOAN,BRANCH PALU,TECHNICAL SERVICES SUPERVISOR,0.933,0.7947916666666668,0.01,0.9222687500000001,1.017777777777778,0.9
981.0,202104087,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,BALANCE & BOILER OPERATOR,0.924,0.9182291666666668,0.01,0.933134375,1.0,0.35
982.0,199500087,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,BALANCE & BOILER OPERATOR,0.928,0.9322916666666666,0.01,0.93864375,1.0171428571428571,0.35
983.0,202104096,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,CASHIER,0.92,0.9817708333333334,0.0,0.929265625,0.9885714285714285,0.0
984.0,202104095,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,GENERAL AFFAIR STAFF,0.901,0.9703125,0.0,0.911396875,1.0,0.0
985.0,202003945,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,MECHANICAL ELECTRICAL ENGINEER,0.933,0.9979166666666668,0.0,0.9427375,1.1142857142857143,0.55
986.0,201500688,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,MECHANICAL ELECTRICAL ENGINEER,0.929,0.9958333333333332,0.01,0.9490250000000001,1.1199999999999999,0.55
987.0,201090309,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.909,0.946875,0.0,0.9146812500000001,1.0,0.0
988.0,199790304,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.906,0.9583333333333334,0.0,0.91385,1.0,0.0
989.0,201690312,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.909,0.9338541666666668,0.0,0.9127281250000001,1.0,0.0
990.0,199590301,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.909,0.9578125,0.0,0.9163218750000001,1.0,0.0
991.0,201590313,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.903,0.9145833333333334,0.0,0.9047375,0.9742857142857143,0.0
992.0,201890315,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.916,0.9791666666666669,0.0,0.9254749999999999,1.002857142857143,0.0
993.0,199990306,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.903,0.9192708333333334,0.0,0.905440625,1.0,0.0
994.0,199990305,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.911,0.9791666666666669,0.0,0.921225,1.0,0.0
995.0,200890308,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.906,0.9203125,0.0,0.908146875,1.0,0.0
996.0,201390311,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.909,0.8114583333333333,0.0,0.89436875,1.0,0.0
997.0,199690303,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.906,0.953125,0.0,0.91306875,1.0,0.0
998.0,201790314,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PANTOLOAN,BRANCH PALU,TANKER TRUCK DRIVER,0.916,0.98125,0.0,0.9257875,1.002857142857143,0.0
999.0,200900321,PT. BUMI SARANA UTAMA,OPERATIONAL LEADERS,BRANCH PONTIANAK,BRANCH PONTIANAK,BRANCH MANAGER,0.8846,0.9286458333333334,0.02,0.9112068750000001,1.0755555555555554,0.6
1000.0,202004003,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,BRANCH PONTIANAK,BRANCH PONTIANAK,PJS. SALES SENIOR SUPERVISOR,0.898,0.8255208333333335,0.0,0.887128125,0.9955555555555556,0.4
1001.0,202003982,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH PONTIANAK,BRANCH PONTIANAK,ACCOUNTING SENIOR STAFF,0.98,0.9552083333333334,0.02,0.99628125,1.0885714285714287,0.6
1002.0,201200432,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PONTIANAK,BRANCH PONTIANAK,PJS. TAC BULK BITUMEN STORAGE SENIOR SUPERVISOR,0.93,0.9310763888888888,0.015,0.9451614583333333,1.0192592592592593,0.75
1003.0,202090433,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,BALANCE & BOILER OPERATOR,0.911,0.9546875,0.0,0.917553125,1.0,0.0
1004.0,202104084,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,BALANCE & BOILER OPERATOR,0.942,0.9619791666666668,0.01,0.954996875,1.0085714285714287,0.35
1005.0,201500702,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,BALANCE & BOILER OPERATOR,0.9684,0.8864583333333333,0.01,0.96610875,1.0171428571428571,0.825
1006.0,201500606,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,CASHIER,1.0,0.9395833333333332,0.0,0.9909375,1.0342857142857145,0.0
1007.0,202191474,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,CASHIER,0.874,0.9791666666666669,0.0,0.889775,1.0,0.0
1008.0,202003981,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,GENERAL AFFAIR STAFF,0.993,0.9307291666666666,0.0,0.983659375,1.0542857142857143,0.825
1009.0,202104082,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,MECHANICAL ELECTRICAL ENGINEER,0.903,0.9822916666666668,0.01,0.92489375,1.002857142857143,0.0
1010.0,202104083,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,MECHANICAL ELECTRICAL ENGINEER,0.932,0.9822916666666668,0.0,0.93954375,1.002857142857143,0.3
1011.0,202090437,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,TANKER TRUCK DRIVER,1.0,0.90625,0.0,0.9859374999999999,1.0,0.0
1012.0,201590436,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,TANKER TRUCK DRIVER,1.0,0.9015625,0.0,0.985234375,1.0171428571428571,0.0
1013.0,202090438,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,TANKER TRUCK DRIVER,1.0,0.9770833333333332,0.0,0.9965625,1.0171428571428571,0.0
1014.0,202090439,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,TANKER TRUCK DRIVER,1.0,0.8630208333333335,0.0,0.979453125,1.0,0.0
1015.0,202090440,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PONTIANAK,BRANCH PONTIANAK,TANKER TRUCK DRIVER,1.0,0.9067708333333334,0.0,0.986015625,1.0,0.0
1016.0,200300200,PT. BUMI SARANA UTAMA,OPERATIONAL LEADERS,BRANCH SAMARINDA,BRANCH SAMARINDA,BRANCH MANAGER,0.848,0.9697916666666668,0.02,0.88626875,1.128888888888889,0.525
1017.0,200400222,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,BRANCH SAMARINDA,BRANCH SAMARINDA,ADMINISTRATION SENIOR SUPERVISOR,0.9512,0.953125,0.03,0.98148875,1.0622222222222222,0.325
1018.0,201200426,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH SAMARINDA,BRANCH SAMARINDA,ACCOUNTING SENIOR STAFF,0.92,0.9802083333333332,0.0,0.92903125,1.0,0.1
1019.0,201400592,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH SAMARINDA,BRANCH SAMARINDA,CASHIER,0.92,0.934375,0.01,0.93215625,1.0085714285714287,0.0
1020.0,200300218,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH SAMARINDA,BRANCH SAMARINDA,SALES ADMINISTRATION SENIOR STAFF,0.87,0.9979166666666668,0.01,0.8991874999999999,1.0,0.0
1021.0,200300199,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PALARAN,BRANCH SAMARINDA,BITUMEN DELIVERY SUPERVISOR,0.917,0.8592013888888889,0.01,0.9183302083333333,0.9888888888888889,0.35
1022.0,201400733,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PALARAN,BRANCH SAMARINDA,PJS. GENERAL AFFAIR SUPERVISOR,0.913,0.8671875,0.01,0.916128125,1.0044444444444445,0.325
1023.0,200100203,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PALARAN,BRANCH SAMARINDA,TAC BULK BITUMEN STORAGE SENIOR SUPERVISOR,0.903,0.9453125,0.01,0.919346875,1.1400000000000001,0.35
1024.0,200300198,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PALARAN,BRANCH SAMARINDA,TECHNICAL SERVICES SUPERVISOR,0.927,0.8614583333333334,0.01,0.9271687500000001,1.0444444444444443,0.35
1025.0,200300219,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,BALANCE & BOILER OPERATOR,0.906,0.9473958333333334,0.01,0.922209375,1.0,0.35
1026.0,200300220,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,BALANCE & BOILER OPERATOR,0.906,0.9802083333333332,0.01,0.92713125,1.0257142857142858,0.35
1027.0,201801080,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,CASHIER,0.913,1.0,0.0,0.92605,1.1542857142857144,0.125
1028.0,200300222,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,MECHANICAL ELECTRICAL ENGINEER,0.917,0.8296875,0.01,0.913903125,1.042857142857143,0.3
1029.0,200300223,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,MECHANICAL ELECTRICAL ENGINEER,0.941,0.7645833333333334,0.01,0.9245375,1.0171428571428571,0.3
1030.0,200300224,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,MECHANICAL ELECTRICAL ENGINEER,0.917,0.7755208333333333,0.01,0.905778125,1.0,0.0
1031.0,201490375,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.8994791666666667,0.0,0.916921875,1.0514285714285716,0.0
1032.0,200390369,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.9244791666666669,0.0,0.920671875,1.1285714285714286,0.35
1033.0,200790372,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.8901041666666667,0.0,0.915515625,1.0771428571428574,0.0
1034.0,200390367,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.921875,0.0,0.92028125,1.0,0.0
1035.0,201390376,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.9109375,0.0,0.918640625,1.0771428571428574,0.0
1036.0,200490371,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.8875,0.0,0.915125,1.0,0.0
1037.0,201290373,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.8968750000000001,0.0,0.91653125,1.0771428571428574,0.0
1038.0,201590377,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.9203125,0.0,0.920046875,1.0771428571428574,0.0
1039.0,200490370,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.9296875,0.0,0.921453125,1.0,0.0
1040.0,200390368,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PALARAN,BRANCH SAMARINDA,TANKER TRUCK DRIVER,0.92,0.934375,0.0,0.92215625,1.0,0.0
1041.0,200300201,PT. BUMI SARANA UTAMA,OPERATIONAL LEADERS,BRANCH SORONG,BRANCH SORONG,BRANCH MANAGER,0.9384,0.8776041666666666,0.015,0.944280625,1.028888888888889,0.45
1042.0,201200428,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,BRANCH SORONG,BRANCH SORONG,ADMINISTRATION SENIOR SUPERVISOR,0.949,0.8947916666666667,0.03,0.97086875,1.0066666666666668,1.0
1043.0,202004004,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,BRANCH SORONG,BRANCH SORONG,PJS. SALES SENIOR SUPERVISOR,0.888,0.8661458333333334,0.01,0.894721875,0.9688888888888889,0.3
1044.0,201200430,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH SORONG,BRANCH SORONG,ACCOUNTING SENIOR STAFF,0.94,0.90625,0.01,0.9449375,1.0171428571428571,0.0
1045.0,201500607,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH SORONG,BRANCH SORONG,CASHIER,0.9304,0.9932291666666668,0.0,0.9398243749999999,1.0085714285714287,0.025
1046.0,201200429,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,BRANCH SORONG,BRANCH SORONG,SALES ADMINISTRATION SENIOR STAFF,0.916,0.9661458333333334,0.01,0.933521875,1.0514285714285716,0.0
1047.0,201200431,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC ARAR,BRANCH SORONG,GENERAL AFFAIR SUPERVISOR,0.979,0.971875,0.01,0.9879312499999999,1.051111111111111,0.35
1048.0,201200521,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC ARAR,BRANCH SORONG,PJS. BITUMEN DELIVERY SUPERVISOR,0.917,0.940625,0.01,0.93054375,1.0266666666666666,0.0
1049.0,200600263,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC ARAR,BRANCH SORONG,TAC BULK BITUMEN STORAGE SENIOR SUPERVISOR,0.971,0.921875,0.01,0.97363125,1.0244444444444445,0.5
1050.0,201200433,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC ARAR,BRANCH SORONG,TECHNICAL SERVICES SUPERVISOR,0.905,0.7911458333333333,0.02,0.907921875,1.0,0.6
1051.0,201200520,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,BALANCE & BOILER OPERATOR,0.964,0.996875,0.02,0.9889312499999999,1.1714285714285715,0.6
1052.0,201300492,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,CASHIER,0.9718,0.8869791666666667,0.03,0.989076875,1.0,0.275
1053.0,201200569,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,MECHANICAL ELECTRICAL ENGINEER,0.9248,0.8083333333333335,0.01,0.9173299999999999,1.002857142857143,0.275
1054.0,201200522,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,MECHANICAL ELECTRICAL ENGINEER,0.914,0.7406250000000001,0.01,0.89799375,1.0,0.25
1055.0,201690394,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,TANKER TRUCK DRIVER,0.95,0.9989583333333334,0.0,0.9573437499999999,1.1542857142857144,0.0
1056.0,201990397,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,TANKER TRUCK DRIVER,0.95,0.9901041666666668,0.0,0.956015625,1.1542857142857144,0.0
1057.0,201990396,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,TANKER TRUCK DRIVER,0.95,0.9619791666666666,0.0,0.951796875,1.1542857142857144,0.0
1058.0,202090398,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,TANKER TRUCK DRIVER,0.95,1.0,0.0,0.9575,1.1714285714285715,0.0
1059.0,201890395,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC ARAR,BRANCH SORONG,TANKER TRUCK DRIVER,0.95,0.9578125,0.0,0.951171875,1.1714285714285715,0.0
1060.0,201500666,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,KANTOR PEMASARAN LUWUK,TAC PAGIMANA,SALES ADMINISTRATION SENIOR STAFF,0.964,0.9432291666666668,0.01,0.9708843749999999,1.0,0.3
1061.0,201500604,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,KANTOR PEMASARAN LUWUK,TAC PAGIMANA,SALES SENIOR STAFF,0.911,0.9375,0.01,0.924975,1.1314285714285712,0.3
1062.0,201500603,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PAGIMANA,TAC PAGIMANA,ADMINISTRATION SENIOR SUPERVISOR,0.964,0.9463541666666668,0.01,0.9713531249999999,1.0771428571428574,0.55
1063.0,201500665,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PAGIMANA,TAC PAGIMANA,GENERAL AFFAIR SUPERVISOR,0.992,0.9458333333333332,0.025,1.0100749999999998,1.0777777777777777,1.0
1064.0,201500667,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PAGIMANA,TAC PAGIMANA,PJS. BITUMEN DELIVERY SUPERVISOR,0.9724,0.9020833333333332,0.01,0.9718525,1.048888888888889,0.65
1065.0,201100381,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PAGIMANA,TAC PAGIMANA,TAC BULK BITUMEN STORAGE SENIOR SUPERVISOR,0.975,0.9119791666666668,0.02,0.985546875,1.0355555555555553,0.6
1066.0,200000153,PT. BUMI SARANA UTAMA,TECHNICAL LEADERS,TAC PAGIMANA,TAC PAGIMANA,TECHNICAL SERVICES SUPERVISOR,0.967,0.9130208333333334,0.01,0.968903125,1.0022222222222221,0.6
1067.0,202191333,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,BALANCE & BOILER OPERATOR,0.94,0.9791666666666666,0.0,0.9458749999999999,1.1628571428571428,0.0
1068.0,201500668,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,BALANCE & BOILER OPERATOR,0.9718,0.9953125,0.01,0.9853268749999999,1.1657142857142857,0.925
1069.0,201500669,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,MECHANICAL ELECTRICAL ENGINEER,0.964,0.8052083333333333,0.01,0.9501812499999999,1.0057142857142858,0.3
1070.0,201500670,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,MECHANICAL ELECTRICAL ENGINEER,0.964,0.6796875,0.01,0.9313531249999999,0.9742857142857143,0.3
1071.0,201990416,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,TANKER TRUCK DRIVER,1.0,0.984375,0.0,0.9976562499999999,1.157142857142857,0.0
1072.0,201790415,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,TANKER TRUCK DRIVER,1.0,0.9901041666666668,0.0,0.998515625,1.1657142857142857,0.0
1073.0,201590412,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,TANKER TRUCK DRIVER,1.0,1.0,0.0,1.0,1.1714285714285715,0.0
1074.0,201590413,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,TANKER TRUCK DRIVER,1.0,0.975,0.0,0.99625,1.1714285714285715,0.0
1075.0,201590411,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,TANKER TRUCK DRIVER,1.0,0.9979166666666668,0.0,0.9996875,1.1657142857142857,0.0
1076.0,201590414,PT. BUMI SARANA UTAMA,STAFF/OPERATOR,TAC PAGIMANA,TAC PAGIMANA,TANKER TRUCK DRIVER,1.0,0.9765625,0.0,0.996484375,1.1542857142857144,0.0
1077.0,198300011,PT. BUMI SARANA BETON,EXECUTIVE LEADERS,Head Office Wisma Kalla,DIRECTOR,CHIEF OPERATION OFFICER,0.71,0.8656250000000001,0.01,0.74334375,1.0,0.0
1078.0,199600086,PT. BUMI SARANA BETON,STRATEGIC LEADERS,Head Office Wisma Kalla,DIRECTOR,DEPUTY CHIEF OPERATION OFFICER,0.71,0.9364583333333334,0.025,0.76896875,1.1555555555555554,0.0
1079.0,200900349,PT. BUMI SARANA BETON,OPERATIONAL LEADERS,Head Office Wisma Kalla,ACCOUNTING DEPARTMENT,ACCOUNTING MANAGER,0.983,0.9447916666666668,0.025,1.00226875,1.051111111111111,1.0
